SQL> SELECT * FROM CONTENU_DIMENSION;

"ID_CONTENU","TITRE","TYPE_MEDIA","NOM_ARTISTE","NOM_ALBUM","GENRE","CODE_ISRC","DUREE_SECONDES","DATE_SORTIE","FLAG_PAROLES_DISPONIBLES","FLAG_CONTENU_EXPLICITE"
"1331","Titre G??n??r?? 1331","Audiobook","Artiste 8","Album 2","Rock","EMZBOV4U5HIU",1596,"19/08/2024",0,1
"1332","Titre G??n??r?? 1332","Audiobook","Artiste 82","Album 36","Divers","OMGR6NFS41EA",2584,"01/08/2023",0,1
"1333","Titre G??n??r?? 1333","Podcast","Artiste 49","Album 14","Divers","MY9FOJW4ROKD",2031,"01/12/2023",0,0
"1334","Titre G??n??r?? 1334","Musique","Artiste 43","Album 6","Divers","XN5USKQTCCN7",2826,"08/01/2023",0,0
"1335","Titre G??n??r?? 1335","Musique","Artiste 34","Album 44","Divers","IZ6OJINVQ5OB",129,"30/10/2023",1,0
"1336","Titre G??n??r?? 1336","Podcast","Artiste 2","Album 13","Pop","WOBJOTMKT09H",1517,"13/07/2023",0,0
"1337","Titre G??n??r?? 1337","Musique","Artiste 81","Album 36","Tech","TL5DSEHB0J9W",3189,"04/06/2023",0,0
"1338","Titre G??n??r?? 1338","Audiobook","Artiste 78","Album 13","Rock","NXC5F6R28GT9",1640,"09/10/2023",0,1
"1339","Titre G??n??r?? 1339","Audiobook","Artiste 82","Album 42","News","JWGP8QH82QTL",2635,"15/02/2023",1,0
"1340","Titre G??n??r?? 1340","Podcast","Artiste 91","Album 22","Pop","WILGXNKT1BP6",2395,"15/05/2024",0,1
"1341","Titre G??n??r?? 1341","Podcast","Artiste 82","Album 18","Tech","XPNYIHG1BTOR",610,"11/11/2023",0,0
"1342","Titre G??n??r?? 1342","Podcast","Artiste 3","Album 26","Rock","BFEPFVCEW1OI",1827,"14/03/2023",1,0
"1343","Titre G??n??r?? 1343","Audiobook","Artiste 4","Album 26","Rock","MGL7RVG6QK0Q",157,"22/06/2024",0,0
"1344","Titre G??n??r?? 1344","Podcast","Artiste 1","Album 18","Tech","NDJTXO5ZHPJZ",1003,"20/03/2023",0,1
"1345","Titre G??n??r?? 1345","Musique","Artiste 86","Album 45","Pop","LJ4XSVUY3CSC",613,"20/02/2023",0,0
"1346","Titre G??n??r?? 1346","Audiobook","Artiste 74","Album 9","Rock","PZ50OHK4M4IV",1379,"04/12/2023",0,0
"1347","Titre G??n??r?? 1347","Musique","Artiste 40","Album 38","Pop","AYCNRLD6UN4O",3082,"13/02/2023",0,0
"1348","Titre G??n??r?? 1348","Audiobook","Artiste 70","Album 2","Tech","ZJTHT4O5GTFX",2419,"29/12/2023",1,0
"1349","Titre G??n??r?? 1349","Podcast","Artiste 54","Album 10","Tech","DSSH6P086DR0",2746,"23/02/2024",1,1
"1350","Titre G??n??r?? 1350","Musique","Artiste 3","Album 40","Rock","LU4I600GLDN0",1464,"30/07/2024",1,0
"1351","Titre G??n??r?? 1351","Musique","Artiste 84","Album 36","Pop","ML58FXSPJPK0",1247,"04/08/2023",0,0
"1352","Titre G??n??r?? 1352","Audiobook","Artiste 81","Album 46","News","CR8K6O6TG8UI",1765,"06/11/2024",0,1
"1353","Titre G??n??r?? 1353","Audiobook","Artiste 90","Album 11","News","TPGXOPC4MUY5",1930,"06/11/2024",1,1
"1354","Titre G??n??r?? 1354","Musique","Artiste 34","Album 3","Divers","EQ80O1V2791G",1533,"07/10/2023",1,1
"1355","Titre G??n??r?? 1355","Podcast","Artiste 58","Album 34","Divers","NDZZ7G6MAIQW",2009,"13/11/2023",1,0
"1356","Titre G??n??r?? 1356","Podcast","Artiste 35","Album 1","Divers","ZJK18NWXJAHN",1710,"26/01/2023",1,0
"1357","Titre G??n??r?? 1357","Musique","Artiste 42","Album 32","Divers","OPZRQRV2QPNE",3426,"29/06/2023",1,1
"1358","Titre G??n??r?? 1358","Audiobook","Artiste 89","Album 45","News","TRARJKANVDE6",3435,"30/11/2024",1,1
"1359","Titre G??n??r?? 1359","Musique","Artiste 43","Album 6","Divers","JOBHJDF8XQ4U",422,"14/10/2024",1,0
"1360","Titre G??n??r?? 1360","Musique","Artiste 28","Album 21","Tech","DG9PPB43OZR5",1670,"07/06/2023",0,0
"1361","Titre G??n??r?? 1361","Musique","Artiste 72","Album 1","Tech","IKHYB5A492BA",2494,"10/09/2023",1,0
"1362","Titre G??n??r?? 1362","Audiobook","Artiste 45","Album 29","Rock","JFEDYC45NRKH",2475,"01/10/2024",1,0
"1363","Titre G??n??r?? 1363","Podcast","Artiste 53","Album 41","Divers","JLDDCG8BOTIE",3330,"26/10/2023",1,0
"1364","Titre G??n??r?? 1364","Audiobook","Artiste 63","Album 7","Divers","XWMYZWR3WI28",3215,"15/11/2024",1,1
"1365","Titre G??n??r?? 1365","Podcast","Artiste 65","Album 35","News","EQKK7FSGJPFB",1428,"16/11/2023",1,0
"1366","Titre G??n??r?? 1366","Podcast","Artiste 15","Album 23","Rock","ZIKKT43K2KXY",1054,"28/04/2024",1,0
"1367","Titre G??n??r?? 1367","Musique","Artiste 40","Album 20","Tech","PFFAZ1L842XM",3511,"12/07/2023",0,1
"1368","Titre G??n??r?? 1368","Audiobook","Artiste 67","Album 8","Rock","ZSETDZGNUCVX",1284,"17/09/2024",1,1
"1369","Titre G??n??r?? 1369","Podcast","Artiste 17","Album 39","Divers","EB71U4Y1CPE9",432,"15/07/2024",0,1
"1370","Titre G??n??r?? 1370","Musique","Artiste 87","Album 47","Divers","KM5HYGLBGZXX",2577,"14/09/2023",0,1
"1371","Titre G??n??r?? 1371","Audiobook","Artiste 35","Album 43","News","RVXY58WIRGSQ",2410,"01/11/2024",0,0
"1372","Titre G??n??r?? 1372","Podcast","Artiste 79","Album 19","Rock","DWZ22P2X58QV",2571,"26/08/2024",1,1
"1373","Titre G??n??r?? 1373","Audiobook","Artiste 8","Album 49","News","YJ23YC275P3X",871,"15/08/2024",1,1
"1374","Titre G??n??r?? 1374","Podcast","Artiste 99","Album 44","Rock","MQEHBLAE1EUF",666,"11/11/2023",0,0
"1375","Titre G??n??r?? 1375","Musique","Artiste 5","Album 14","Rock","LEVD2JM9UPU7",2584,"02/10/2023",0,0
"1376","Titre G??n??r?? 1376","Audiobook","Artiste 35","Album 26","Divers","TYNB5H0GW3ZZ",705,"23/06/2024",1,1
"1000","Titre G??n??r?? 1000","Podcast","Artiste 80","Album 1","Tech","YZUA5ZHZQLZG",3287,"13/10/2023",1,0
"1001","Titre G??n??r?? 1001","Podcast","Artiste 18","Album 13","Rock","NUSQ3CTXLEI8",408,"16/05/2024",0,1
"1002","Titre G??n??r?? 1002","Audiobook","Artiste 20","Album 24","Tech","ZK47FFPUJS9X",2128,"11/07/2024",0,0
"1003","Titre G??n??r?? 1003","Podcast","Artiste 68","Album 11","News","KA8TBABWLZRC",2077,"11/09/2023",0,1
"1004","Titre G??n??r?? 1004","Musique","Artiste 49","Album 30","News","DCU67N9FEJMD",750,"03/05/2024",0,0
"1005","Titre G??n??r?? 1005","Audiobook","Artiste 43","Album 5","Pop","KM745QVSAQPG",2752,"23/02/2023",1,1
"1006","Titre G??n??r?? 1006","Podcast","Artiste 50","Album 13","News","VY9SO0N9SKZM",3519,"11/07/2024",1,0
"1007","Titre G??n??r?? 1007","Audiobook","Artiste 73","Album 48","Tech","KZW5LKYU7H0I",1405,"09/09/2023",1,0
"1008","Titre G??n??r?? 1008","Podcast","Artiste 85","Album 19","Divers","IWE9JHQLSX22",1786,"15/04/2023",1,0
"1009","Titre G??n??r?? 1009","Podcast","Artiste 21","Album 33","Divers","NRR6XSPGN575",2119,"21/09/2023",1,1
"1010","Titre G??n??r?? 1010","Podcast","Artiste 62","Album 37","Tech","MAXONVXWKHY0",1926,"02/04/2023",0,0
"1011","Titre G??n??r?? 1011","Podcast","Artiste 11","Album 37","Pop","QYQDAU0YRLU0",916,"10/02/2024",1,0
"1012","Titre G??n??r?? 1012","Podcast","Artiste 68","Album 4","Tech","HRG6ACE8HH44",2084,"28/11/2023",1,1
"1013","Titre G??n??r?? 1013","Audiobook","Artiste 93","Album 32","Tech","MTWT2J52T7RY",2780,"28/05/2023",0,1
"1014","Titre G??n??r?? 1014","Musique","Artiste 15","Album 31","News","ID3C2MT4I7K1",1626,"24/11/2024",0,0
"1015","Titre G??n??r?? 1015","Musique","Artiste 63","Album 13","Pop","NE68PI2UMFK7",359,"05/06/2024",1,1
"1016","Titre G??n??r?? 1016","Podcast","Artiste 72","Album 46","Tech","TT3963AYUM1T",1264,"21/07/2024",0,0
"1017","Titre G??n??r?? 1017","Podcast","Artiste 15","Album 10","News","BJBLYCLUP8XX",1346,"16/09/2023",0,1
"1018","Titre G??n??r?? 1018","Musique","Artiste 48","Album 11","Tech","DCOY8L9QWY9G",383,"30/06/2023",0,1
"1019","Titre G??n??r?? 1019","Musique","Artiste 70","Album 5","Divers","IFW7ZDJMA8LS",911,"02/09/2024",1,0
"1020","Titre G??n??r?? 1020","Audiobook","Artiste 59","Album 17","Divers","IVASI3NF2FMM",2561,"27/03/2023",1,0
"1021","Titre G??n??r?? 1021","Podcast","Artiste 21","Album 29","Tech","VWJ4UWQ1UIKD",1975,"24/09/2023",1,1
"1022","Titre G??n??r?? 1022","Podcast","Artiste 56","Album 32","Pop","VD9ZCCXP28TR",1661,"31/08/2024",1,0
"1023","Titre G??n??r?? 1023","Audiobook","Artiste 4","Album 42","Rock","QFTLTBG1OD7A",1312,"14/08/2024",1,0
"1024","Titre G??n??r?? 1024","Musique","Artiste 46","Album 42","Divers","EOTAEJJAEJ7Y",2797,"24/11/2023",1,1
"1025","Titre G??n??r?? 1025","Podcast","Artiste 72","Album 3","Pop","SDZF3CXNBU2W",2153,"10/04/2024",1,0
"1026","Titre G??n??r?? 1026","Audiobook","Artiste 36","Album 45","Rock","WR0GUVXTKK7X",2121,"13/08/2024",0,0
"1027","Titre G??n??r?? 1027","Audiobook","Artiste 75","Album 47","News","KP707UZJTKVB",1454,"07/02/2023",0,1
"1028","Titre G??n??r?? 1028","Musique","Artiste 92","Album 13","News","XDKWOE6HELQ5",3433,"23/03/2023",0,0
"1029","Titre G??n??r?? 1029","Podcast","Artiste 99","Album 49","News","LU5YMOILRLXS",3196,"13/01/2024",1,0
"1030","Titre G??n??r?? 1030","Musique","Artiste 38","Album 25","News","LSPSP3EW1H9G",2622,"04/10/2023",1,1
"1031","Titre G??n??r?? 1031","Audiobook","Artiste 10","Album 25","Tech","ZCAA5C8YHQPZ",2628,"30/04/2024",0,0
"1032","Titre G??n??r?? 1032","Audiobook","Artiste 55","Album 44","News","EU2HZJBPM4IZ",1741,"07/07/2024",1,1
"1033","Titre G??n??r?? 1033","Musique","Artiste 92","Album 36","Pop","VCWR6QMMXI6Z",3194,"22/01/2024",1,1
"1034","Titre G??n??r?? 1034","Podcast","Artiste 62","Album 1","News","MTYZIMLTM7CQ",2385,"22/06/2024",0,0
"1035","Titre G??n??r?? 1035","Podcast","Artiste 68","Album 6","Divers","BNPIOGZ4EXEK",2435,"24/04/2024",0,0
"1036","Titre G??n??r?? 1036","Audiobook","Artiste 48","Album 29","News","YZDLAMCE82WP",555,"14/05/2024",0,0
"1037","Titre G??n??r?? 1037","Musique","Artiste 93","Album 5","Divers","OZDAVI3E815G",2398,"15/12/2023",1,0
"1038","Titre G??n??r?? 1038","Musique","Artiste 5","Album 46","Divers","NXUJNPPVM9AB",1718,"28/10/2024",0,1
"1039","Titre G??n??r?? 1039","Podcast","Artiste 48","Album 49","Tech","RMUWKG2AR81P",3025,"16/10/2024",0,0
"1040","Titre G??n??r?? 1040","Audiobook","Artiste 7","Album 8","Tech","UKPPZ895ZIVT",1924,"27/06/2024",1,0
"1041","Titre G??n??r?? 1041","Podcast","Artiste 90","Album 42","Tech","YTLG7SI508BA",3189,"03/05/2024",0,1
"1042","Titre G??n??r?? 1042","Audiobook","Artiste 11","Album 3","Tech","ZY4A0US6UCMN",2943,"09/06/2024",1,1
"1043","Titre G??n??r?? 1043","Musique","Artiste 23","Album 44","Pop","MOGV84G8VULB",3006,"31/10/2024",1,1
"1044","Titre G??n??r?? 1044","Podcast","Artiste 38","Album 32","Pop","DDTUZ992X4N6",2433,"18/12/2023",0,0
"1045","Titre G??n??r?? 1045","Musique","Artiste 58","Album 26","Divers","SKIOABLE4L0B",1387,"30/04/2024",1,0
"1046","Titre G??n??r?? 1046","Audiobook","Artiste 72","Album 46","Pop","GDEJC0IVJ7UA",2818,"15/04/2023",1,0
"1047","Titre G??n??r?? 1047","Podcast","Artiste 42","Album 12","Pop","WHDATHNI7CCA",2552,"14/10/2024",0,0
"1048","Titre G??n??r?? 1048","Podcast","Artiste 2","Album 27","Divers","NLOWRPQU32LQ",85,"12/08/2023",0,0
"1049","Titre G??n??r?? 1049","Podcast","Artiste 7","Album 4","Tech","JW685AC6598Z",3160,"14/10/2024",0,1
"1050","Titre G??n??r?? 1050","Musique","Artiste 11","Album 7","Divers","OG88NSDBZIMR",3132,"27/05/2024",0,1
"1051","Titre G??n??r?? 1051","Audiobook","Artiste 4","Album 5","Divers","ZZTZ0MD0FKZ6",1116,"31/07/2023",1,0
"1052","Titre G??n??r?? 1052","Podcast","Artiste 54","Album 28","Pop","UZY1ZBNMY4KZ",316,"07/11/2024",1,1
"1053","Titre G??n??r?? 1053","Audiobook","Artiste 60","Album 12","Pop","JJIATFRI9MSK",3577,"04/02/2023",1,1
"1054","Titre G??n??r?? 1054","Musique","Artiste 48","Album 31","Divers","TYZHJWR5W12Z",3252,"17/02/2023",0,1
